pdc;id_compteur;date_debut;date_fin
linky17946;C00017946;2068-11-17 00:00:00;2068-12-03 00:00:00
linky17947;C00017947;2068-11-18 00:00:00;2068-12-04 00:00:00
linky17948;C00017948;2068-11-19 00:00:00;2068-12-05 00:00:00
linky17949;C00017949;2068-11-20 00:00:00;2068-12-06 00:00:00
linky17950;C00017950;2068-11-21 00:00:00;2068-12-07 00:00:00
linky17951;C00017951;2068-11-22 00:00:00;2068-12-08 00:00:00
linky17952;C00017952;2068-11-23 00:00:00;2068-12-09 00:00:00
linky17953;C00017953;2068-11-24 00:00:00;2068-12-10 00:00:00
linky17954;C00017954;2068-11-25 00:00:00;2068-12-11 00:00:00
linky17955;C00017955;2068-11-26 00:00:00;2068-12-12 00:00:00
linky17956;C00017956;2068-11-27 00:00:00;2068-12-13 00:00:00
linky17957;C00017957;2068-11-28 00:00:00;2068-12-14 00:00:00
linky17958;C00017958;2068-11-29 00:00:00;2068-12-15 00:00:00
linky17959;C00017959;2068-11-30 00:00:00;2068-12-16 00:00:00
linky17960;C00017960;2068-12-01 00:00:00;2068-12-17 00:00:00
linky17961;C00017961;2068-12-02 00:00:00;2068-12-18 00:00:00
linky17962;C00017962;2068-12-03 00:00:00;2068-12-19 00:00:00
linky17963;C00017963;2068-12-04 00:00:00;2068-12-20 00:00:00
linky17964;C00017964;2068-12-05 00:00:00;2068-12-21 00:00:00
linky17965;C00017965;2068-12-06 00:00:00;2068-12-22 00:00:00
linky17966;C00017966;2068-12-07 00:00:00;2068-12-23 00:00:00
linky17967;C00017967;2068-12-08 00:00:00;2068-12-24 00:00:00
linky17968;C00017968;2068-12-09 00:00:00;2068-12-25 00:00:00
linky17969;C00017969;2068-12-10 00:00:00;2068-12-26 00:00:00
linky17970;C00017970;2068-12-11 00:00:00;2068-12-27 00:00:00
linky17971;C00017971;2068-12-12 00:00:00;2068-12-28 00:00:00
linky17972;C00017972;2068-12-13 00:00:00;2068-12-29 00:00:00
linky17973;C00017973;2068-12-14 00:00:00;2068-12-30 00:00:00
linky17974;C00017974;2068-12-15 00:00:00;2068-12-31 00:00:00
linky17975;C00017975;2068-12-16 00:00:00;2069-01-01 00:00:00
linky17976;C00017976;2068-12-17 00:00:00;2069-01-02 00:00:00
linky17977;C00017977;2068-12-18 00:00:00;2069-01-03 00:00:00
linky17978;C00017978;2068-12-19 00:00:00;2069-01-04 00:00:00
linky17979;C00017979;2068-12-20 00:00:00;2069-01-05 00:00:00
linky17980;C00017980;2068-12-21 00:00:00;2069-01-06 00:00:00
linky17981;C00017981;2068-12-22 00:00:00;2069-01-07 00:00:00
linky17982;C00017982;2068-12-23 00:00:00;2069-01-08 00:00:00
linky17983;C00017983;2068-12-24 00:00:00;2069-01-09 00:00:00
linky17984;C00017984;2068-12-25 00:00:00;2069-01-10 00:00:00
linky17985;C00017985;2068-12-26 00:00:00;2069-01-11 00:00:00
linky17986;C00017986;2068-12-27 00:00:00;2069-01-12 00:00:00
linky17987;C00017987;2068-12-28 00:00:00;2069-01-13 00:00:00
linky17988;C00017988;2068-12-29 00:00:00;2069-01-14 00:00:00
linky17989;C00017989;2068-12-30 00:00:00;2069-01-15 00:00:00
linky17990;C00017990;2068-12-31 00:00:00;2069-01-16 00:00:00
linky17991;C00017991;2069-01-01 00:00:00;2069-01-17 00:00:00
linky17992;C00017992;2069-01-02 00:00:00;2069-01-18 00:00:00
linky17993;C00017993;2069-01-03 00:00:00;2069-01-19 00:00:00
linky17994;C00017994;2069-01-04 00:00:00;2069-01-20 00:00:00
linky17995;C00017995;2069-01-05 00:00:00;2069-01-21 00:00:00
linky17996;C00017996;2069-01-06 00:00:00;2069-01-22 00:00:00
linky17997;C00017997;2069-01-07 00:00:00;2069-01-23 00:00:00
linky17998;C00017998;2069-01-08 00:00:00;2069-01-24 00:00:00
linky17999;C00017999;2069-01-09 00:00:00;2069-01-25 00:00:00
linky18000;C00018000;2069-01-10 00:00:00;2069-01-26 00:00:00
linky18001;C00018001;2069-01-11 00:00:00;2069-01-27 00:00:00
linky18002;C00018002;2069-01-12 00:00:00;2069-01-28 00:00:00
linky18003;C00018003;2069-01-13 00:00:00;2069-01-29 00:00:00
linky18004;C00018004;2069-01-14 00:00:00;2069-01-30 00:00:00
linky18005;C00018005;2069-01-15 00:00:00;2069-01-31 00:00:00
linky18006;C00018006;2069-01-16 00:00:00;2069-02-01 00:00:00
linky18007;C00018007;2069-01-17 00:00:00;2069-02-02 00:00:00
linky18008;C00018008;2069-01-18 00:00:00;2069-02-03 00:00:00
linky18009;C00018009;2069-01-19 00:00:00;2069-02-04 00:00:00
linky18010;C00018010;2069-01-20 00:00:00;2069-02-05 00:00:00
linky18011;C00018011;2069-01-21 00:00:00;2069-02-06 00:00:00
linky18012;C00018012;2069-01-22 00:00:00;2069-02-07 00:00:00
linky18013;C00018013;2069-01-23 00:00:00;2069-02-08 00:00:00
linky18014;C00018014;2069-01-24 00:00:00;2069-02-09 00:00:00
linky18015;C00018015;2069-01-25 00:00:00;2069-02-10 00:00:00
linky18016;C00018016;2069-01-26 00:00:00;2069-02-11 00:00:00
linky18017;C00018017;2069-01-27 00:00:00;2069-02-12 00:00:00
linky18018;C00018018;2069-01-28 00:00:00;2069-02-13 00:00:00
linky18019;C00018019;2069-01-29 00:00:00;2069-02-14 00:00:00
linky18020;C00018020;2069-01-30 00:00:00;2069-02-15 00:00:00
linky18021;C00018021;2069-01-31 00:00:00;2069-02-16 00:00:00
linky18022;C00018022;2069-02-01 00:00:00;2069-02-17 00:00:00
linky18023;C00018023;2069-02-02 00:00:00;2069-02-18 00:00:00
linky18024;C00018024;2069-02-03 00:00:00;2069-02-19 00:00:00
linky18025;C00018025;2069-02-04 00:00:00;2069-02-20 00:00:00
linky18026;C00018026;2069-02-05 00:00:00;2069-02-21 00:00:00
linky18027;C00018027;2069-02-06 00:00:00;2069-02-22 00:00:00
linky18028;C00018028;2069-02-07 00:00:00;2069-02-23 00:00:00
linky18029;C00018029;2069-02-08 00:00:00;2069-02-24 00:00:00
linky18030;C00018030;2069-02-09 00:00:00;2069-02-25 00:00:00
linky18031;C00018031;2069-02-10 00:00:00;2069-02-26 00:00:00
linky18032;C00018032;2069-02-11 00:00:00;2069-02-27 00:00:00
linky18033;C00018033;2069-02-12 00:00:00;2069-02-28 00:00:00
linky18034;C00018034;2069-02-13 00:00:00;2069-03-01 00:00:00
linky18035;C00018035;2069-02-14 00:00:00;2069-03-02 00:00:00
linky18036;C00018036;2069-02-15 00:00:00;2069-03-03 00:00:00
linky18037;C00018037;2069-02-16 00:00:00;2069-03-04 00:00:00
linky18038;C00018038;2069-02-17 00:00:00;2069-03-05 00:00:00
linky18039;C00018039;2069-02-18 00:00:00;2069-03-06 00:00:00
linky18040;C00018040;2069-02-19 00:00:00;2069-03-07 00:00:00
linky18041;C00018041;2069-02-20 00:00:00;2069-03-08 00:00:00
linky18042;C00018042;2069-02-21 00:00:00;2069-03-09 00:00:00
linky18043;C00018043;2069-02-22 00:00:00;2069-03-10 00:00:00
linky18044;C00018044;2069-02-23 00:00:00;2069-03-11 00:00:00
linky18045;C00018045;2069-02-24 00:00:00;2069-03-12 00:00:00
linky18046;C00018046;2069-02-25 00:00:00;2069-03-13 00:00:00
linky18047;C00018047;2069-02-26 00:00:00;2069-03-14 00:00:00
linky18048;C00018048;2069-02-27 00:00:00;2069-03-15 00:00:00
linky18049;C00018049;2069-02-28 00:00:00;2069-03-16 00:00:00
linky18050;C00018050;2069-03-01 00:00:00;2069-03-17 00:00:00
linky18051;C00018051;2069-03-02 00:00:00;2069-03-18 00:00:00
linky18052;C00018052;2069-03-03 00:00:00;2069-03-19 00:00:00
linky18053;C00018053;2069-03-04 00:00:00;2069-03-20 00:00:00
linky18054;C00018054;2069-03-05 00:00:00;2069-03-21 00:00:00
linky18055;C00018055;2069-03-06 00:00:00;2069-03-22 00:00:00
linky18056;C00018056;2069-03-07 00:00:00;2069-03-23 00:00:00
linky18057;C00018057;2069-03-08 00:00:00;2069-03-24 00:00:00
linky18058;C00018058;2069-03-09 00:00:00;2069-03-25 00:00:00
linky18059;C00018059;2069-03-10 00:00:00;2069-03-26 00:00:00
linky18060;C00018060;2069-03-11 00:00:00;2069-03-27 00:00:00
linky18061;C00018061;2069-03-12 00:00:00;2069-03-28 00:00:00
linky18062;C00018062;2069-03-13 00:00:00;2069-03-29 00:00:00
linky18063;C00018063;2069-03-14 00:00:00;2069-03-30 00:00:00
linky18064;C00018064;2069-03-15 00:00:00;2069-03-31 00:00:00
linky18065;C00018065;2069-03-16 00:00:00;2069-04-01 00:00:00
linky18066;C00018066;2069-03-17 00:00:00;2069-04-02 00:00:00
linky18067;C00018067;2069-03-18 00:00:00;2069-04-03 00:00:00
linky18068;C00018068;2069-03-19 00:00:00;2069-04-04 00:00:00
linky18069;C00018069;2069-03-20 00:00:00;2069-04-05 00:00:00
linky18070;C00018070;2069-03-21 00:00:00;2069-04-06 00:00:00
linky18071;C00018071;2069-03-22 00:00:00;2069-04-07 00:00:00
linky18072;C00018072;2069-03-23 00:00:00;2069-04-08 00:00:00
linky18073;C00018073;2069-03-24 00:00:00;2069-04-09 00:00:00
linky18074;C00018074;2069-03-25 00:00:00;2069-04-10 00:00:00
linky18075;C00018075;2069-03-26 00:00:00;2069-04-11 00:00:00
linky18076;C00018076;2069-03-27 00:00:00;2069-04-12 00:00:00
linky18077;C00018077;2069-03-28 00:00:00;2069-04-13 00:00:00
linky18078;C00018078;2069-03-29 00:00:00;2069-04-14 00:00:00
linky18079;C00018079;2069-03-30 00:00:00;2069-04-15 00:00:00
linky18080;C00018080;2069-03-31 00:00:00;2069-04-16 00:00:00
linky18081;C00018081;2069-04-01 00:00:00;2069-04-17 00:00:00
linky18082;C00018082;2069-04-02 00:00:00;2069-04-18 00:00:00
linky18083;C00018083;2069-04-03 00:00:00;2069-04-19 00:00:00
linky18084;C00018084;2069-04-04 00:00:00;2069-04-20 00:00:00
linky18085;C00018085;2069-04-05 00:00:00;2069-04-21 00:00:00
linky18086;C00018086;2069-04-06 00:00:00;2069-04-22 00:00:00
linky18087;C00018087;2069-04-07 00:00:00;2069-04-23 00:00:00
linky18088;C00018088;2069-04-08 00:00:00;2069-04-24 00:00:00
linky18089;C00018089;2069-04-09 00:00:00;2069-04-25 00:00:00
linky18090;C00018090;2069-04-10 00:00:00;2069-04-26 00:00:00
linky18091;C00018091;2069-04-11 00:00:00;2069-04-27 00:00:00
linky18092;C00018092;2069-04-12 00:00:00;2069-04-28 00:00:00
linky18093;C00018093;2069-04-13 00:00:00;2069-04-29 00:00:00
linky18094;C00018094;2069-04-14 00:00:00;2069-04-30 00:00:00
linky18095;C00018095;2069-04-15 00:00:00;2069-05-01 00:00:00
linky18096;C00018096;2069-04-16 00:00:00;2069-05-02 00:00:00
linky18097;C00018097;2069-04-17 00:00:00;2069-05-03 00:00:00
linky18098;C00018098;2069-04-18 00:00:00;2069-05-04 00:00:00
linky18099;C00018099;2069-04-19 00:00:00;2069-05-05 00:00:00
linky18100;C00018100;2069-04-20 00:00:00;2069-05-06 00:00:00
linky18101;C00018101;2069-04-21 00:00:00;2069-05-07 00:00:00
linky18102;C00018102;2069-04-22 00:00:00;2069-05-08 00:00:00
linky18103;C00018103;2069-04-23 00:00:00;2069-05-09 00:00:00
linky18104;C00018104;2069-04-24 00:00:00;2069-05-10 00:00:00
linky18105;C00018105;2069-04-25 00:00:00;2069-05-11 00:00:00
linky18106;C00018106;2069-04-26 00:00:00;2069-05-12 00:00:00
linky18107;C00018107;2069-04-27 00:00:00;2069-05-13 00:00:00
linky18108;C00018108;2069-04-28 00:00:00;2069-05-14 00:00:00
linky18109;C00018109;2069-04-29 00:00:00;2069-05-15 00:00:00
linky18110;C00018110;2069-04-30 00:00:00;2069-05-16 00:00:00
linky18111;C00018111;2069-05-01 00:00:00;2069-05-17 00:00:00
linky18112;C00018112;2069-05-02 00:00:00;2069-05-18 00:00:00
linky18113;C00018113;2069-05-03 00:00:00;2069-05-19 00:00:00
linky18114;C00018114;2069-05-04 00:00:00;2069-05-20 00:00:00
linky18115;C00018115;2069-05-05 00:00:00;2069-05-21 00:00:00
linky18116;C00018116;2069-05-06 00:00:00;2069-05-22 00:00:00
linky18117;C00018117;2069-05-07 00:00:00;2069-05-23 00:00:00
linky18118;C00018118;2069-05-08 00:00:00;2069-05-24 00:00:00
linky18119;C00018119;2069-05-09 00:00:00;2069-05-25 00:00:00
linky18120;C00018120;2069-05-10 00:00:00;2069-05-26 00:00:00
linky18121;C00018121;2069-05-11 00:00:00;2069-05-27 00:00:00
linky18122;C00018122;2069-05-12 00:00:00;2069-05-28 00:00:00
linky18123;C00018123;2069-05-13 00:00:00;2069-05-29 00:00:00
linky18124;C00018124;2069-05-14 00:00:00;2069-05-30 00:00:00
linky18125;C00018125;2069-05-15 00:00:00;2069-05-31 00:00:00
linky18126;C00018126;2069-05-16 00:00:00;2069-06-01 00:00:00
linky18127;C00018127;2069-05-17 00:00:00;2069-06-02 00:00:00
linky18128;C00018128;2069-05-18 00:00:00;2069-06-03 00:00:00
linky18129;C00018129;2069-05-19 00:00:00;2069-06-04 00:00:00
linky18130;C00018130;2069-05-20 00:00:00;2069-06-05 00:00:00
linky18131;C00018131;2069-05-21 00:00:00;2069-06-06 00:00:00
linky18132;C00018132;2069-05-22 00:00:00;2069-06-07 00:00:00
linky18133;C00018133;2069-05-23 00:00:00;2069-06-08 00:00:00
linky18134;C00018134;2069-05-24 00:00:00;2069-06-09 00:00:00
linky18135;C00018135;2069-05-25 00:00:00;2069-06-10 00:00:00
linky18136;C00018136;2069-05-26 00:00:00;2069-06-11 00:00:00
linky18137;C00018137;2069-05-27 00:00:00;2069-06-12 00:00:00
linky18138;C00018138;2069-05-28 00:00:00;2069-06-13 00:00:00
linky18139;C00018139;2069-05-29 00:00:00;2069-06-14 00:00:00
linky18140;C00018140;2069-05-30 00:00:00;2069-06-15 00:00:00
linky18141;C00018141;2069-05-31 00:00:00;2069-06-16 00:00:00
linky18142;C00018142;2069-06-01 00:00:00;2069-06-17 00:00:00
linky18143;C00018143;2069-06-02 00:00:00;2069-06-18 00:00:00
linky18144;C00018144;2069-06-03 00:00:00;2069-06-19 00:00:00
linky18145;C00018145;2069-06-04 00:00:00;2069-06-20 00:00:00
linky18146;C00018146;2069-06-05 00:00:00;2069-06-21 00:00:00
linky18147;C00018147;2069-06-06 00:00:00;2069-06-22 00:00:00
linky18148;C00018148;2069-06-07 00:00:00;2069-06-23 00:00:00
linky18149;C00018149;2069-06-08 00:00:00;2069-06-24 00:00:00
linky18150;C00018150;2069-06-09 00:00:00;2069-06-25 00:00:00
linky18151;C00018151;2069-06-10 00:00:00;2069-06-26 00:00:00
linky18152;C00018152;2069-06-11 00:00:00;2069-06-27 00:00:00
linky18153;C00018153;2069-06-12 00:00:00;2069-06-28 00:00:00
linky18154;C00018154;2069-06-13 00:00:00;2069-06-29 00:00:00
linky18155;C00018155;2069-06-14 00:00:00;2069-06-30 00:00:00
linky18156;C00018156;2069-06-15 00:00:00;2069-07-01 00:00:00
linky18157;C00018157;2069-06-16 00:00:00;2069-07-02 00:00:00
linky18158;C00018158;2069-06-17 00:00:00;2069-07-03 00:00:00
linky18159;C00018159;2069-06-18 00:00:00;2069-07-04 00:00:00
linky18160;C00018160;2069-06-19 00:00:00;2069-07-05 00:00:00
linky18161;C00018161;2069-06-20 00:00:00;2069-07-06 00:00:00
linky18162;C00018162;2069-06-21 00:00:00;2069-07-07 00:00:00
linky18163;C00018163;2069-06-22 00:00:00;2069-07-08 00:00:00
linky18164;C00018164;2069-06-23 00:00:00;2069-07-09 00:00:00
linky18165;C00018165;2069-06-24 00:00:00;2069-07-10 00:00:00
linky18166;C00018166;2069-06-25 00:00:00;2069-07-11 00:00:00
linky18167;C00018167;2069-06-26 00:00:00;2069-07-12 00:00:00
linky18168;C00018168;2069-06-27 00:00:00;2069-07-13 00:00:00
linky18169;C00018169;2069-06-28 00:00:00;2069-07-14 00:00:00
linky18170;C00018170;2069-06-29 00:00:00;2069-07-15 00:00:00
linky18171;C00018171;2069-06-30 00:00:00;2069-07-16 00:00:00
linky18172;C00018172;2069-07-01 00:00:00;2069-07-17 00:00:00
linky18173;C00018173;2069-07-02 00:00:00;2069-07-18 00:00:00
linky18174;C00018174;2069-07-03 00:00:00;2069-07-19 00:00:00
linky18175;C00018175;2069-07-04 00:00:00;2069-07-20 00:00:00
linky18176;C00018176;2069-07-05 00:00:00;2069-07-21 00:00:00
linky18177;C00018177;2069-07-06 00:00:00;2069-07-22 00:00:00
linky18178;C00018178;2069-07-07 00:00:00;2069-07-23 00:00:00
linky18179;C00018179;2069-07-08 00:00:00;2069-07-24 00:00:00
linky18180;C00018180;2069-07-09 00:00:00;2069-07-25 00:00:00
linky18181;C00018181;2069-07-10 00:00:00;2069-07-26 00:00:00
linky18182;C00018182;2069-07-11 00:00:00;2069-07-27 00:00:00
linky18183;C00018183;2069-07-12 00:00:00;2069-07-28 00:00:00
linky18184;C00018184;2069-07-13 00:00:00;2069-07-29 00:00:00
linky18185;C00018185;2069-07-14 00:00:00;2069-07-30 00:00:00
linky18186;C00018186;2069-07-15 00:00:00;2069-07-31 00:00:00
linky18187;C00018187;2069-07-16 00:00:00;2069-08-01 00:00:00
linky18188;C00018188;2069-07-17 00:00:00;2069-08-02 00:00:00
linky18189;C00018189;2069-07-18 00:00:00;2069-08-03 00:00:00
linky18190;C00018190;2069-07-19 00:00:00;2069-08-04 00:00:00
linky18191;C00018191;2069-07-20 00:00:00;2069-08-05 00:00:00
linky18192;C00018192;2069-07-21 00:00:00;2069-08-06 00:00:00
linky18193;C00018193;2069-07-22 00:00:00;2069-08-07 00:00:00
linky18194;C00018194;2069-07-23 00:00:00;2069-08-08 00:00:00
linky18195;C00018195;2069-07-24 00:00:00;2069-08-09 00:00:00
linky18196;C00018196;2069-07-25 00:00:00;2069-08-10 00:00:00
linky18197;C00018197;2069-07-26 00:00:00;2069-08-11 00:00:00
linky18198;C00018198;2069-07-27 00:00:00;2069-08-12 00:00:00
linky18199;C00018199;2069-07-28 00:00:00;2069-08-13 00:00:00
linky18200;C00018200;2069-07-29 00:00:00;2069-08-14 00:00:00
linky18201;C00018201;2069-07-30 00:00:00;2069-08-15 00:00:00
linky18202;C00018202;2069-07-31 00:00:00;2069-08-16 00:00:00
linky18203;C00018203;2069-08-01 00:00:00;2069-08-17 00:00:00
linky18204;C00018204;2069-08-02 00:00:00;2069-08-18 00:00:00
linky18205;C00018205;2069-08-03 00:00:00;2069-08-19 00:00:00
linky18206;C00018206;2069-08-04 00:00:00;2069-08-20 00:00:00
linky18207;C00018207;2069-08-05 00:00:00;2069-08-21 00:00:00
linky18208;C00018208;2069-08-06 00:00:00;2069-08-22 00:00:00
linky18209;C00018209;2069-08-07 00:00:00;2069-08-23 00:00:00
linky18210;C00018210;2069-08-08 00:00:00;2069-08-24 00:00:00
linky18211;C00018211;2069-08-09 00:00:00;2069-08-25 00:00:00
linky18212;C00018212;2069-08-10 00:00:00;2069-08-26 00:00:00
linky18213;C00018213;2069-08-11 00:00:00;2069-08-27 00:00:00
linky18214;C00018214;2069-08-12 00:00:00;2069-08-28 00:00:00
linky18215;C00018215;2069-08-13 00:00:00;2069-08-29 00:00:00
linky18216;C00018216;2069-08-14 00:00:00;2069-08-30 00:00:00
linky18217;C00018217;2069-08-15 00:00:00;2069-08-31 00:00:00
linky18218;C00018218;2069-08-16 00:00:00;2069-09-01 00:00:00
linky18219;C00018219;2069-08-17 00:00:00;2069-09-02 00:00:00
linky18220;C00018220;2069-08-18 00:00:00;2069-09-03 00:00:00
linky18221;C00018221;2069-08-19 00:00:00;2069-09-04 00:00:00
linky18222;C00018222;2069-08-20 00:00:00;2069-09-05 00:00:00
linky18223;C00018223;2069-08-21 00:00:00;2069-09-06 00:00:00
linky18224;C00018224;2069-08-22 00:00:00;2069-09-07 00:00:00
linky18225;C00018225;2069-08-23 00:00:00;2069-09-08 00:00:00
linky18226;C00018226;2069-08-24 00:00:00;2069-09-09 00:00:00
linky18227;C00018227;2069-08-25 00:00:00;2069-09-10 00:00:00
linky18228;C00018228;2069-08-26 00:00:00;2069-09-11 00:00:00
linky18229;C00018229;2069-08-27 00:00:00;2069-09-12 00:00:00
linky18230;C00018230;2069-08-28 00:00:00;2069-09-13 00:00:00
linky18231;C00018231;2069-08-29 00:00:00;2069-09-14 00:00:00
linky18232;C00018232;2069-08-30 00:00:00;2069-09-15 00:00:00
linky18233;C00018233;2069-08-31 00:00:00;2069-09-16 00:00:00
linky18234;C00018234;2069-09-01 00:00:00;2069-09-17 00:00:00
linky18235;C00018235;2069-09-02 00:00:00;2069-09-18 00:00:00
linky18236;C00018236;2069-09-03 00:00:00;2069-09-19 00:00:00
linky18237;C00018237;2069-09-04 00:00:00;2069-09-20 00:00:00
linky18238;C00018238;2069-09-05 00:00:00;2069-09-21 00:00:00
linky18239;C00018239;2069-09-06 00:00:00;2069-09-22 00:00:00
linky18240;C00018240;2069-09-07 00:00:00;2069-09-23 00:00:00
linky18241;C00018241;2069-09-08 00:00:00;2069-09-24 00:00:00
linky18242;C00018242;2069-09-09 00:00:00;2069-09-25 00:00:00
linky18243;C00018243;2069-09-10 00:00:00;2069-09-26 00:00:00
linky18244;C00018244;2069-09-11 00:00:00;2069-09-27 00:00:00
linky18245;C00018245;2069-09-12 00:00:00;2069-09-28 00:00:00
linky18246;C00018246;2069-09-13 00:00:00;2069-09-29 00:00:00
linky18247;C00018247;2069-09-14 00:00:00;2069-09-30 00:00:00
linky18248;C00018248;2069-09-15 00:00:00;2069-10-01 00:00:00
linky18249;C00018249;2069-09-16 00:00:00;2069-10-02 00:00:00
linky18250;C00018250;2069-09-17 00:00:00;2069-10-03 00:00:00
linky18251;C00018251;2069-09-18 00:00:00;2069-10-04 00:00:00
linky18252;C00018252;2069-09-19 00:00:00;2069-10-05 00:00:00
linky18253;C00018253;2069-09-20 00:00:00;2069-10-06 00:00:00
linky18254;C00018254;2069-09-21 00:00:00;2069-10-07 00:00:00
linky18255;C00018255;2069-09-22 00:00:00;2069-10-08 00:00:00
linky18256;C00018256;2069-09-23 00:00:00;2069-10-09 00:00:00
linky18257;C00018257;2069-09-24 00:00:00;2069-10-10 00:00:00
linky18258;C00018258;2069-09-25 00:00:00;2069-10-11 00:00:00
linky18259;C00018259;2069-09-26 00:00:00;2069-10-12 00:00:00
linky18260;C00018260;2069-09-27 00:00:00;2069-10-13 00:00:00
linky18261;C00018261;2069-09-28 00:00:00;2069-10-14 00:00:00
linky18262;C00018262;2069-09-29 00:00:00;2069-10-15 00:00:00
linky18263;C00018263;2069-09-30 00:00:00;2069-10-16 00:00:00
linky18264;C00018264;2069-10-01 00:00:00;2069-10-17 00:00:00
linky18265;C00018265;2069-10-02 00:00:00;2069-10-18 00:00:00
linky18266;C00018266;2069-10-03 00:00:00;2069-10-19 00:00:00
linky18267;C00018267;2069-10-04 00:00:00;2069-10-20 00:00:00
linky18268;C00018268;2069-10-05 00:00:00;2069-10-21 00:00:00
linky18269;C00018269;2069-10-06 00:00:00;2069-10-22 00:00:00
linky18270;C00018270;2069-10-07 00:00:00;2069-10-23 00:00:00
linky18271;C00018271;2069-10-08 00:00:00;2069-10-24 00:00:00
linky18272;C00018272;2069-10-09 00:00:00;2069-10-25 00:00:00
linky18273;C00018273;2069-10-10 00:00:00;2069-10-26 00:00:00
linky18274;C00018274;2069-10-11 00:00:00;2069-10-27 00:00:00
linky18275;C00018275;2069-10-12 00:00:00;2069-10-28 00:00:00
linky18276;C00018276;2069-10-13 00:00:00;2069-10-29 00:00:00
linky18277;C00018277;2069-10-14 00:00:00;2069-10-30 00:00:00
linky18278;C00018278;2069-10-15 00:00:00;2069-10-31 00:00:00
linky18279;C00018279;2069-10-16 00:00:00;2069-11-01 00:00:00
linky18280;C00018280;2069-10-17 00:00:00;2069-11-02 00:00:00
linky18281;C00018281;2069-10-18 00:00:00;2069-11-03 00:00:00
linky18282;C00018282;2069-10-19 00:00:00;2069-11-04 00:00:00
linky18283;C00018283;2069-10-20 00:00:00;2069-11-05 00:00:00
linky18284;C00018284;2069-10-21 00:00:00;2069-11-06 00:00:00
linky18285;C00018285;2069-10-22 00:00:00;2069-11-07 00:00:00
linky18286;C00018286;2069-10-23 00:00:00;2069-11-08 00:00:00
linky18287;C00018287;2069-10-24 00:00:00;2069-11-09 00:00:00
linky18288;C00018288;2069-10-25 00:00:00;2069-11-10 00:00:00
linky18289;C00018289;2069-10-26 00:00:00;2069-11-11 00:00:00
linky18290;C00018290;2069-10-27 00:00:00;2069-11-12 00:00:00
linky18291;C00018291;2069-10-28 00:00:00;2069-11-13 00:00:00
linky18292;C00018292;2069-10-29 00:00:00;2069-11-14 00:00:00
linky18293;C00018293;2069-10-30 00:00:00;2069-11-15 00:00:00
linky18294;C00018294;2069-10-31 00:00:00;2069-11-16 00:00:00
linky18295;C00018295;2069-11-01 00:00:00;2069-11-17 00:00:00
linky18296;C00018296;2069-11-02 00:00:00;2069-11-18 00:00:00
linky18297;C00018297;2069-11-03 00:00:00;2069-11-19 00:00:00
linky18298;C00018298;2069-11-04 00:00:00;2069-11-20 00:00:00
linky18299;C00018299;2069-11-05 00:00:00;2069-11-21 00:00:00
linky18300;C00018300;2069-11-06 00:00:00;2069-11-22 00:00:00
linky18301;C00018301;2069-11-07 00:00:00;2069-11-23 00:00:00
linky18302;C00018302;2069-11-08 00:00:00;2069-11-24 00:00:00
linky18303;C00018303;2069-11-09 00:00:00;2069-11-25 00:00:00
linky18304;C00018304;2069-11-10 00:00:00;2069-11-26 00:00:00
linky18305;C00018305;2069-11-11 00:00:00;2069-11-27 00:00:00
linky18306;C00018306;2069-11-12 00:00:00;2069-11-28 00:00:00
linky18307;C00018307;2069-11-13 00:00:00;2069-11-29 00:00:00
linky18308;C00018308;2069-11-14 00:00:00;2069-11-30 00:00:00
linky18309;C00018309;2069-11-15 00:00:00;2069-12-01 00:00:00
linky18310;C00018310;2069-11-16 00:00:00;2069-12-02 00:00:00
linky18311;C00018311;2069-11-17 00:00:00;2069-12-03 00:00:00
linky18312;C00018312;2069-11-18 00:00:00;2069-12-04 00:00:00
linky18313;C00018313;2069-11-19 00:00:00;2069-12-05 00:00:00
linky18314;C00018314;2069-11-20 00:00:00;2069-12-06 00:00:00
linky18315;C00018315;2069-11-21 00:00:00;2069-12-07 00:00:00
linky18316;C00018316;2069-11-22 00:00:00;2069-12-08 00:00:00
linky18317;C00018317;2069-11-23 00:00:00;2069-12-09 00:00:00
linky18318;C00018318;2069-11-24 00:00:00;2069-12-10 00:00:00
linky18319;C00018319;2069-11-25 00:00:00;2069-12-11 00:00:00
linky18320;C00018320;2069-11-26 00:00:00;2069-12-12 00:00:00
linky18321;C00018321;2069-11-27 00:00:00;2069-12-13 00:00:00
linky18322;C00018322;2069-11-28 00:00:00;2069-12-14 00:00:00
linky18323;C00018323;2069-11-29 00:00:00;2069-12-15 00:00:00
linky18324;C00018324;2069-11-30 00:00:00;2069-12-16 00:00:00
linky18325;C00018325;2069-12-01 00:00:00;2069-12-17 00:00:00
linky18326;C00018326;2069-12-02 00:00:00;2069-12-18 00:00:00
linky18327;C00018327;2069-12-03 00:00:00;2069-12-19 00:00:00
linky18328;C00018328;2069-12-04 00:00:00;2069-12-20 00:00:00
linky18329;C00018329;2069-12-05 00:00:00;2069-12-21 00:00:00
linky18330;C00018330;2069-12-06 00:00:00;2069-12-22 00:00:00
linky18331;C00018331;2069-12-07 00:00:00;2069-12-23 00:00:00
linky18332;C00018332;2069-12-08 00:00:00;2069-12-24 00:00:00
linky18333;C00018333;2069-12-09 00:00:00;2069-12-25 00:00:00
